,nombre_local,producto,precio
0,Viva Açai,Bowl Viva Barcelona (500 Ml.),"14,90 €"
1,Viva Açai,Bowl Viva Berlín (700 Ml.),"18,80 €"
2,Viva Açai,Bowl Viva Lisboa (350 Ml.),"12,60 €"
3,Viva Açai,Guaraná,"3,50 €"
4,Viva Açai,Smoothie Viva Barcelona (500 Ml.),"12,20 €"
5,Viva Açai,Bowl Viva Berlín (700 Ml.),"18,80 €"
6,Viva Açai,Bowl Viva Barcelona (500 Ml.),"14,90 €"
7,Viva Açai,Bowl Viva Lisboa (350 Ml.),"12,60 €"
8,Viva Açai,Smoothie Viva Berlín (700 Ml.),"14,50 €"
9,Viva Açai,Smoothie Viva Barcelona (500 Ml.),"12,20 €"
10,Viva Açai,Smoothie Viva Lisboa (350 Ml.),"9,40 €"
11,Viva Açai,Guaraná,"3,50 €"
12,Viva Açai,Coca-Cola Sabor Original Lata 330ml,"3,10 €"
13,Viva Açai,Aguarius de Limón Lata 330ml,"3,10 €"
14,Viva Açai,Agua,"1,75 €"
15,Amazonia Acai,Pao de Queijo (5 unidades),"6,90 €"
16,Amazonia Acai,Amazonia bowl,"10,50 €"
17,Amazonia Acai,Matcha Latte,"5,50 €"
18,Amazonia Acai,Smoothie laranja,"6,90 €"
19,Amazonia Acai,Iced Matcha Latte,"5,90 €"
20,Amazonia Acai,Amazonia bowl,"10,50 €"
21,Amazonia Acai,Tapioca Amendoim,"7,90 €"
22,Amazonia Acai,Pao de Queijo (5 unidades),"6,90 €"
23,Amazonia Acai,Smoothie roxo,"6,90 €"
24,Amazonia Acai,Smoothie verde,"6,90 €"
25,Amazonia Acai,Smoothie vermelho,"6,90 €"
26,Amazonia Acai,Smoothie amarelo,"6,90 €"
27,Amazonia Acai,Smoothie laranja,"6,90 €"
28,Amazonia Acai,Pancakes samba,"9,90 €"
29,Amazonia Acai,Pancakes sonho,"9,90 €"
30,Amazonia Acai,Pancakes salgada,"9,90 €"
31,Amazonia Acai,Tostadas con mantequilla y mermelada,"3,50 €"
32,Amazonia Acai,Tostadas de tomate,"4,50 €"
33,Amazonia Acai,SPRING TOAST,"7,90 €"
34,Amazonia Acai,VEGAN TOAST,"7,90 €"
35,Amazonia Acai,CHOCO TOAST,"7,90 €"
36,Amazonia Acai,PEANUT TOAST,"7,90 €"
37,Amazonia Acai,FRESH TOAST,"7,90 €"
38,Amazonia Acai,Café con Leche,"2,40 €"
39,Amazonia Acai,Café americano,"2,50 €"
40,Amazonia Acai,Café Espresso,"2,00 €"
41,Amazonia Acai,Capuccino,"3,50 €"
42,Amazonia Acai,Café cortado,"2,00 €"
43,Amazonia Acai,Café Solo,"2,00 €"
44,Amazonia Acai,Latte,"4,90 €"
45,Amazonia Acai,Iced Latte,"4,90 €"
46,Amazonia Acai,Matcha Latte,"5,50 €"
47,Amazonia Acai,Iced Matcha Latte,"5,90 €"
48,Amazonia Acai,Agua,"3,00 €"
49,Amazonia Acai,Agua con Gas,"3,50 €"
50,Amazonia Acai,Agua de Coco,"4,50 €"
51,Amazonia Acai,Coca-Cola,"3,50 €"
52,Amazonia Acai,Cerveza Coronita,"3,50 €"
53,Amazonia Acai,Guaraná Antartica,"4,50 €"
54,Amazonia Acai,Kombucha / Kombujito,"4,80 €"
55,Amazonia Acai,"Kombucha / Manzana, Canela y Vainilla","4,80 €"
56,OakBerry,Works-Açai Bowl,"13,15 €"
57,OakBerry,Classic-Açai Bowl,"10,75 €"
58,OakBerry,The Oak-Açai Bowl,"15,55 €"
59,OakBerry,One-Açai Bowl,"9,55 €"
60,OakBerry,OAKBAR Strawberry,"4,30 €"
61,OakBerry,Works-Açai Bowl,"13,15 €"
62,OakBerry,Classic-Açai Bowl,"10,75 €"
63,OakBerry,One-Açai Bowl,"9,55 €"
64,OakBerry,The Oak-Açai Bowl,"15,55 €"
65,OakBerry,Signature - Açai Bowl,"9,55 €"
66,OakBerry,Crunchy - Açai Bowl,"11,75 €"
67,OakBerry,Signature Smoothie,"9,55 €"
68,OakBerry,Crunchy Smoothie,"9,55 €"
69,OakBerry,Smoothie Your Pick,"9,55 €"
70,OakBerry,Matcha Smoothie,"11,40 €"
71,OakBerry,Coffe Punch,"10,75 €"
72,OakBerry,TROPICAL BEATS - Works(500ML),"12,60 €"
73,OakBerry,VERY BERRY - Works(500ML),"12,60 €"
74,OakBerry,POWER PUNCH - Works(500ML),"13,80 €"
75,OakBerry,HYDRATION BOOSTER - Works(500ML),"12,60 €"
76,OakBerry,CRUNCHY BERRIES- Works(500ML),"13,80 €"
77,OakBerry,PURPLE FUEL - Works(500ML),"13,80 €"
78,OakBerry,OAKBAR Açai & Peanut Butter,"4,70 €"
79,OakBerry,OAKBAR Açai & Coco,"4,70 €"
80,OakBerry,OAKBAR Açai & Banana,"4,70 €"
81,OakBerry,OAKBAR Strawberry,"4,30 €"
82,OakBerry,OAKBAR Vainilla,"4,20 €"
83,OakBerry,High Protein Drink - Vainilla,"4,00 €"
84,OakBerry,High Protein Drink - Fresa,"4,30 €"
85,OakBerry,Paçoca Zero - 1Kg,"32,50 €"
86,OakBerry,OAK Whey Protein Vainilla 1kg,"38,50 €"
87,OakBerry,OAK Colágeno 300g,"24,00 €"
88,OakBerry,Granola Premium Oakberry (275g),"6,50 €"
89,OakBerry,Granola Keto 275g,"9,00 €"
90,OakBerry,Agua con Gas,"2,00 €"
91,OakBerry,Agua Mineral,"2,00 €"
92,OakBerry,Agua De Coco.,"2,50 €"
93,Poke House 🐠 Maquinista,Chicken,"7,63 € "
94,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Medium,"11,90 €"
95,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Large,"14,90 €"
96,Poke House 🐠 Maquinista,Acai House,"6,50 €"
97,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Small,"10,90 €"
98,Poke House 🐠 Maquinista,Sunny Salmon®,"10,90 €"
99,Poke House 🐠 Maquinista,Crea Tu Proprio Green Bowl - Medium,"12,90 €"
100,Poke House 🐠 Maquinista,Eastern Spice,"13,90 €"
101,Poke House 🐠 Maquinista,⚡️ NUEVO - Avo & Queso Toast,"6,00 €"
102,Poke House 🐠 Maquinista,Edamame,"3,00 €"
103,Poke House 🐠 Maquinista,Goma Wakame,"3,00 €"
104,Poke House 🐠 Maquinista,Appetizer Mediterranea,"3,00 €"
105,Poke House 🐠 Maquinista,Sweet Potatoes & Mayo,"3,00 €"
106,Poke House 🐠 Maquinista,⚡️ NUEVO - Protein Kick,"3,00 €"
107,Poke House 🐠 Maquinista,⚡️ NUEVO - Summer Salad,"3,00 €"
108,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Small,"10,90 €"
109,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Medium,"11,90 €"
110,Poke House 🐠 Maquinista,Crea Tu Proprio Poke - Large,"14,90 €"
111,Poke House 🐠 Maquinista,Sunny Salmon®,"10,90 €"
112,Poke House 🐠 Maquinista,Chicken,"7,63 € "
113,Poke House 🐠 Maquinista,Spicy Tuna,"10,90 €"
114,Poke House 🐠 Maquinista,Vegan,"10,90 €"
115,Poke House 🐠 Maquinista,Hot & Spicy,"12,90 €"
116,Poke House 🐠 Maquinista,Crea Tu Proprio Green Bowl - Small,"10,90 €"
117,Poke House 🐠 Maquinista,Crea Tu Proprio Green Bowl - Medium,"12,90 €"
118,Poke House 🐠 Maquinista,Crea Tu Proprio Green Bowl - Large,"14,90 €"
119,Poke House 🐠 Maquinista,Sweet Greek,"12,90 €"
120,Poke House 🐠 Maquinista,French Riviera,"12,90 €"
121,Poke House 🐠 Maquinista,The Caesar,"12,90 €"
122,Poke House 🐠 Maquinista,Exotic Salmon,"14,90 €"
123,Poke House 🐠 Maquinista,Eastern Spice,"13,90 €"
124,Poke House 🐠 Maquinista,House Combo,"15,40 €"
125,Poke House 🐠 Maquinista,Party Combo,"16,80 €"
126,Poke House 🐠 Maquinista,Avocado Toast Simple,"3,00 €"
127,Poke House 🐠 Maquinista,Avocado House Toast,"5,00 €"
128,Poke House 🐠 Maquinista,Avo & Salmon Toast,"6,50 €"
129,Poke House 🐠 Maquinista,⚡️ NUEVO - Avo & Egg Toast,"6,00 €"
130,Poke House 🐠 Maquinista,⚡️ NUEVO - Avo & Queso Toast,"6,00 €"
131,Poke House 🐠 Maquinista,Mango y Lima,"4,00 €"
132,Poke House 🐠 Maquinista,Piña de Costa Rica,"3,00 €"
133,Poke House 🐠 Maquinista,Acai Tropical,"6,50 €"
134,Poke House 🐠 Maquinista,Acai House,"6,50 €"
135,Poke House 🐠 Maquinista,Elige 2 Hawaiian Mochi,"3,00 €"
136,Poke House 🐠 Maquinista,Elige 3 Hawaiian Mochi,"4,00 €"
137,Poke House 🐠 Maquinista,Elige 1 Hawaiian Mochi,"2,00 €"
138,Poke House 🐠 Maquinista,Brownie,"3,50 €"
139,Poke House 🐠 Maquinista,Franui Leche,"4,50 €"
140,Poke House 🐠 Maquinista,Tropical,"7,00 €"
141,Poke House 🐠 Maquinista,Acai Guarana,"7,00 €"
142,Poke House 🐠 Maquinista,Green Mix,"7,00 €"
143,Poke House 🐠 Maquinista,Coca Cola 33 cl,"2,50 €"
144,Poke House 🐠 Maquinista,AIGUA NATURAL - 50cl,"1,50 €"
145,Poke House 🐠 Maquinista,Coca Cola Zero 33 cl,"2,50 €"
146,Poke House 🐠 Maquinista,AIGUA DE COCO,"3,50 €"
147,Poke House 🐠 Maquinista,LLIMONADA MATHÉ,"3,50 €"
148,Poke House 🐠 Maquinista,Tropical Kombucha 33 cl,"3,50 €"
149,Poke House 🐠 Maquinista,Sunny Kombucha 33 cl,"3,50 €"
150,Poke House 🐠 Maquinista,Aquarius Lata,"2,50 €"
151,Poke House 🐠 Maquinista,Mahou Cinco Estrellas 33 cl,"2,90 €"
152,Poke House 🐠 Maquinista,Mahou Sin 33 cl,"2,90 €"
153,Gaia's Garden,2. Kiss Me Over The Garden Gate,"12,00 €"
154,Gaia's Garden,1. Mother In Law's Tongue,"12,00 €"
155,Gaia's Garden,1. Lords And Ladies,"10,00 €"
156,Gaia's Garden,6. Painted Daisy (Keto),"12,00 €"
157,Gaia's Garden,4. Butcher's Broom,"12,00 €"
158,Gaia's Garden,1. Mother In Law's Tongue,"12,00 €"
159,Gaia's Garden,2. Kiss Me Over The Garden Gate,"12,00 €"
160,Gaia's Garden,3. Foxglove,"12,00 €"
161,Gaia's Garden,4. Butcher's Broom,"12,00 €"
162,Gaia's Garden,5. Hens And Chicks,"12,00 €"
163,Gaia's Garden,6. Painted Daisy (Keto),"12,00 €"
164,Gaia's Garden,1. Lords And Ladies,"10,00 €"
165,Gaia's Garden,3. Balloon Flower,"10,00 €"
166,Gaia's Garden,4. Bugleweed (Keto),"10,00 €"
167,Gaia's Garden,5. Kangaroo's Paws,"10,00 €"
168,Gaia's Garden,6. Lion's Tail,"10,00 €"
169,Gaia's Garden,2. Love In a Mist,"10,00 €"
170,Gaia's Garden,Homemade Peanut Butter 195G,"6,00 €"
171,Gaia's Garden,Homemade Peanut Butter 295G,"8,50 €"
172,Gaia's Garden,Homemade Almond Butter 195G,"8,50 €"
173,Gaia's Garden,Homemade Almond Butter 295G,"11,50 €"
174,Gaia's Garden,Protein Ball Cacao,"3,00 €"
175,Gaia's Garden,Caravelle Soda - Lemon & Ginger,"3,60 €"
176,Gaia's Garden,Caravelle Soda - Cheery Lemonade,"3,60 €"
177,Gaia's Garden,Caravelle Soda - Hibiscus & Pomelo,"3,60 €"
178,Gaia's Garden,Caravelle Soda - Retro Soda,"3,60 €"
179,Gaia's Garden,LOV - Tropical Kombucha,"4,20 €"
180,Gaia's Garden,LOV - Baya Kombucha,"4,20 €"
181,Gaia's Garden,LOV - Clara Kombucha,"4,20 €"
182,Gaia's Garden,LOV - Sunny Kombucha,"4,20 €"
183,Gaia's Garden,Auara Water,"2,50 €"
184,Acai&Me,Hold My Banana Bowl,"11,90 €"
185,Acai&Me,Tickle My Berries Bowl,"11,90 €"
186,Acai&Me,Naked In Rio Bowl,"11,90 €"
187,Acai&Me,Touch My Pineapple Bowl,"11,90 €"
188,Acai&Me,Play my Pistachio,"11,90 €"
189,Acai&Me,The Ultimate Mega Bowl,"16,00 €"
190,Acai&Me,Naked In Rio Bowl,"11,90 €"
191,Acai&Me,Hold My Banana Bowl,"11,90 €"
192,Acai&Me,Tickle My Berries Bowl,"11,90 €"
193,Acai&Me,Touch My Pineapple Bowl,"11,90 €"
194,Acai&Me,The Naughty One Bowl,"11,90 €"
195,Flexbowls,Zumo Green Detox,"6,95 €"
196,Flexbowls,Vegan Banana Bread,"4,50 €"
197,Flexbowls,Healthy Burrito,"12,90 €"
198,Flexbowls,Crea Tu Propio Flexbowl,"11,90 €"
199,Flexbowls,Iced Caramel Latte,"4,25 €"
200,Flexbowls,Crea Tu Propio Flexbowl,"11,90 €"
201,Flexbowls,When Goat is Good Salad,"10,90 €"
202,Flexbowls,Alice Mango Salad,"10,90 €"
203,Flexbowls,Avocado Bimi Salad,"10,90 €"
204,Flexbowls,Papaya Antiaging Salad,"10,90 €"
205,Flexbowls,When Goat Is Good Salad,"10,90 €"
206,Flexbowls,Avocado Supergreen Salad,"10,90 €"
207,Flexbowls,Mexican Bowl,"14,90 €"
208,Flexbowls,Orange Betacaroteno Noodles Bowl,"13,90 €"
209,Flexbowls,Hawaian Salmon Poke Bowl,"15,90 €"
210,Flexbowls,Green Power Espirulina Bowl,"13,90 €"
211,Flexbowls,Roasted Butternut Squash And Chickpeas Curry,"13,90 €"
212,Flexbowls,Green Goddess Toast,"9,90 €"
213,Flexbowls,Avocado Toast,"6,50 €"
214,Flexbowls,Peanut Banana Toast,"5,50 €"
215,Flexbowls,Sándwich Healthy Club,"11,90 €"
216,Flexbowls,Sándwich Gallito,"9,90 €"
217,Flexbowls,Salmón Bagel,"8,50 €"
218,Flexbowls,Avocado Turkey Bagel,"8,00 €"
219,Flexbowls,Veggie Bagel,"7,50 €"
220,Flexbowls,Banana Chocolate Chip Oatmeal,"9,90 €"
221,Flexbowls,Apple Peanut Butter Oatmeal,"9,90 €"
222,Flexbowls,The Uluwatu Omelette,"9,90 €"
223,Flexbowls,Eggs Royale,"15,90 €"
224,Flexbowls,Eggs Florentine,"13,90 €"
225,Flexbowls,Healthy Burrito,"12,90 €"
226,Flexbowls,Lovers Pancakes,"12,90 €"
227,Flexbowls,Scandal Scrambled Eggs,"6,90 €"
228,Flexbowls,Blue Lagoon,"10,90 €"
229,Flexbowls,Açaitella,"12,40 €"
230,Flexbowls,Green Amazonia,"10,90 €"
231,Flexbowls,Pink Pitaya,"10,90 €"
232,Flexbowls,Açaí Tropicana,"12,40 €"
233,Flexbowls,Rio Purple Açaí,"10,90 €"
234,Flexbowls,Royal Granola Yogurt Parfait,"6,50 €"
235,Flexbowls,Coconut Yogurt Parfait,"7,50 €"
236,Flexbowls,Chai Spiced Carrot Cake,"5,50 €"
237,Flexbowls,Creamy Cheesecake,"5,50 €"
238,Flexbowls,Dark White Chocolate Brownie,"5,50 €"
239,Flexbowls,Chocolate Chip Cookie (1 Ud.),"3,50 €"
240,Flexbowls,Ferrero Rawcher Protein Ball (1 Ud.),"3,00 €"
241,Flexbowls,Coconut Matcha Protein Ball (1 Ud.),"3,00 €"
242,Flexbowls,Vegan Banana Bread,"4,50 €"
243,Flexbowls,Zumo Oxigen,"6,95 €"
244,Flexbowls,Zumo Green Detox,"6,95 €"
245,Flexbowls,Zumo Caroteno,"6,95 €"
246,Flexbowls,Zumo Morning Glory,"6,95 €"
247,Flexbowls,Zumo Good Looking,"6,95 €"
248,Flexbowls,Zumo Slim Fit,"6,95 €"
249,Flexbowls,My Sweet Banana,"6,95 €"
250,Flexbowls,Green Paradise,"6,95 €"
251,Flexbowls,Açaí Berry,"7,95 €"
252,Flexbowls,Tropical Superfoods,"6,95 €"
253,Flexbowls,Orgasmic Chocolate,"6,95 €"
254,Flexbowls,Classic Lemonade,"4,90 €"
255,Flexbowls,Pink Lemonade,"4,90 €"
256,Flexbowls,Housemade Green Iced Tea,"4,90 €"
257,Flexbowls,Ginger Shot,"3,80 €"
258,Flexbowls,Housemade Guacamole de Mortero,"9,90 €"
259,Flexbowls,Healthy Quesadillas,"8,90 €"
260,Flexbowls,Housemade Hummus,"7,90 €"
261,Flexbowls,Pan de Masa Madre con Semillas,"2,50 €"
262,Flexbowls,Pan SIN GLUTEN de masa madre con semillas,"3,50 €"
263,Flexbowls,Iced Caramel Latte,"4,25 €"
264,Flexbowls,Iced Latte,"4,00 €"
265,Flexbowls,Iced Coffee,"3,70 €"
266,Flexbowls,Flat White,"3,30 €"
267,Flexbowls,Long Black L,"3,20 €"
268,Flexbowls,Capuccino L,"3,10 €"
269,Flexbowls,Latte L,"3,10 €"
270,Flexbowls,Long Black M,"3,00 €"
271,Flexbowls,Doble Espresso,"2,90 €"
272,Flexbowls,Capuccino M,"2,80 €"
273,Flexbowls,Latte M,"2,80 €"
274,Flexbowls,Macchiatto,"2,20 €"
275,Flexbowls,Americano S,"2,20 €"
276,Flexbowls,Espresso,"2,00 €"
277,Flexbowls,Matcha Latte Large,"4,50 €"
278,Flexbowls,Chai Latte Large,"4,50 €"
279,Flexbowls,Matcha Latte Medium,"4,00 €"
280,Flexbowls,Chai Latte Medium,"4,00 €"
281,Viva Açai,Bowl Viva Barcelona (500 Ml.),"14,90 €"
282,Viva Açai,Bowl Viva Berlín (700 Ml.),"18,80 €"
283,Viva Açai,Bowl Viva Lisboa (350 Ml.),"12,60 €"
284,Viva Açai,Guaraná,"3,50 €"
285,Viva Açai,Smoothie Viva Barcelona (500 Ml.),"12,20 €"
286,Viva Açai,Bowl Viva Berlín (700 Ml.),"18,80 €"
287,Viva Açai,Bowl Viva Barcelona (500 Ml.),"14,90 €"
288,Viva Açai,Bowl Viva Lisboa (350 Ml.),"12,60 €"
289,Viva Açai,Smoothie Viva Berlín (700 Ml.),"14,50 €"
290,Viva Açai,Smoothie Viva Barcelona (500 Ml.),"12,20 €"
291,Viva Açai,Smoothie Viva Lisboa (350 Ml.),"9,40 €"
292,Viva Açai,Guaraná,"3,50 €"
293,Viva Açai,Coca-Cola Sabor Original Lata 330ml,"3,10 €"
294,Viva Açai,Aguarius de Limón Lata 330ml,"3,10 €"
295,Viva Açai,Agua,"1,75 €"
296,Starbucks,Cool Lime Refresha®,"4,90 €"
297,Starbucks,Moca blanco,"5,70 €"
298,Starbucks,Cookies & Cream Frappuccino®,"6,40 €"
299,Starbucks,Iced Mocha,"5,70 €"
300,Starbucks,Mocha Frappuccino®,"6,40 €"
301,Starbucks,Café Mocha,"5,70 €"
302,Starbucks,White Mocha Frappuccino®,"6,40 €"
303,Starbucks,Iced White Mocha,"5,70 €"
304,Starbucks,Golden Caramel White Hot Chocolate,"5,80 €"
305,Starbucks,Bizcocho De Limón,"3,90 €"
306,Starbucks,Cinnamon Roll Horneado,"3,90 €"
307,Starbucks,Iced Brown Sugar Shaken Espresso,"5,70 €"
308,Starbucks,Latte,"4,40 €"
309,Starbucks,Iced Latte,"4,40 €"
310,Starbucks,Combo mixto 6 dulces,"14,40 €"
311,Starbucks,Combo mixto 5 dulces,"12,00 €"
312,Starbucks,Combo mixto 4 dulces,"9,60 €"
313,Starbucks,Combo mixto 3 dulces,"7,20 €"
314,Starbucks,Caja 3 Croissant 🥐,"8,70 €"
315,Starbucks,Caja 3 Cookies 🍪,"11,10 €"
316,Starbucks,Lavender Velvet Latte,"5,90 €"
317,Starbucks,Iced Lavender Latte,"5,90 €"
318,Starbucks,Iced Lavender Matcha Latte,"5,90 €"
319,Starbucks,Lavender Crème Frappuccino,"6,40 €"
320,Starbucks,Cake Pop De Limón,"2,40 €"
321,Starbucks,Spring Season Blend,Agotado
322,Starbucks,Iced Latte,"4,40 €"
323,Starbucks,Latte,"4,40 €"
324,Starbucks,Americano,"3,90 €"
325,Starbucks,Iced Mocha,"5,70 €"
326,Starbucks,Cold Brew,"4,90 €"
327,Starbucks,Lavender Velvet Latte,"5,90 €"
328,Starbucks,Iced Lavender Latte,"5,90 €"
329,Starbucks,Iced Brown Sugar Shaken Espresso,"5,70 €"
330,Starbucks,Café Mocha,"5,70 €"
331,Starbucks,Iced Americano,"3,90 €"
332,Starbucks,Moca blanco,"5,70 €"
333,Starbucks,Iced White Mocha,"5,70 €"
334,Starbucks,Cruffin Pistacho,Agotado
335,Starbucks,Cruffin Chocolate,Agotado
336,Starbucks,Dot Pistacho,"2,90 €"
337,Starbucks,Bowl Matcha Chia,"4,40 €"
338,Starbucks,Rasberry Cake,"3,90 €"
339,Starbucks,Cake Pop Cookies & Cream,"2,40 €"
340,Starbucks,Cake Pop Birthday,"2,40 €"
341,Starbucks,Bizcocho De Limón,"3,90 €"
342,Starbucks,Croissant Horneado,"2,90 €"
343,Starbucks,Cinnamon Roll Horneado,"3,90 €"
344,Starbucks,Croissant Multicereal,"2,90 €"
345,Starbucks,Napolitana Horneada,"2,90 €"
346,Starbucks,Croissant Jamón y Queso,"4,90 €"
347,Starbucks,Glaseado de azúcar,"2,40 €"
348,Starbucks,Brownie doble chocolate,"3,70 €"
349,Starbucks,Croissant Con Mermelada Y Mantequilla,"3,20 €"
350,Starbucks,Croissant Con Crema De Queso,"3,20 €"
351,Starbucks,Croissant Multicereal Con Mermelada Y Mantequilla,"3,20 €"
352,Starbucks,Croissant Multicereal Con Queso Crema,"3,20 €"
353,Starbucks,Croissant Con Mermelada De Frambuesa,"3,20 €"
354,Starbucks,Croissant Multicereal Con Mermelada De Frambuesa,"3,20 €"
355,Starbucks,Egg Sandwich,"6,20 €"
356,Starbucks,Focaccia De Pollo,"6,70 €"
357,Starbucks,Focaccia Mortadela,Agotado
358,Starbucks,Focaccia Pastrami,Agotado
359,Starbucks,Focaccia Jamon Y Camembert,Agotado
360,Starbucks,Bloomer Pavo Arándanos,Agotado
361,Starbucks,Bagel Salmón Y Aguacate,Agotado
362,Starbucks,Bocadillo Jamón Ibérico,Agotado
363,Starbucks,Bocadillo jamón ibérico y queso manchego,Agotado
364,Starbucks,Bagel Huevo & Bacon,Agotado
365,Starbucks,Sandwich Pollo Mozzarella,Agotado
366,Starbucks,Sandwich Club Gourmet,Agotado
367,Starbucks,Toastie Jamón Y Queso,Agotado
368,Starbucks,Bagel Brioche Con Aceite Y Sal,"3,20 €"
369,Starbucks,Bagel Brioche Con Aceite Sal Y Tomate,"3,20 €"
370,Starbucks,Bagel Brioche Con Mermelada Y Mantequilla,"3,40 €"
371,Starbucks,Bagel Brioche Con Jamón Ibérico Tomate Aceite Y Sal,"4,90 €"
372,Starbucks,Bagel Brioche Con Crema De Queso,"3,20 €"
373,Starbucks,Bagel De Cereales Con Aceite Y Sal,"3,20 €"
374,Starbucks,Bagel De Cereales Con Tomate,"3,20 €"
375,Starbucks,Bagel De Cereales Con Mermelada Y Mantequilla,"3,20 €"
376,Starbucks,Bagel De Cereales Con Jamón Ibérico Tomate Aceite Y Sal,"4,90 €"
377,Starbucks,Bagel De Cereales Con Crema De Queso,"3,20 €"
378,Starbucks,"Tostada multicereal aceite, sal y tomate","3,20 €"
379,Starbucks,Tostada multicereal mantequilla y mermelada,"3,20 €"
380,Starbucks,"Tostada multicereal aceite, sal, tomate y jamón","4,70 €"
381,Starbucks,Tostada aceite y sal,"2,90 €"
382,Starbucks,"Tostada aceite, sal y tomate","2,90 €"
383,Starbucks,"Tostada aceite, sal, tomate y jamón","4,70 €"
384,Starbucks,Tostada crema de queso,"3,20 €"
385,Starbucks,Tostada Multicereal aceite y sal,"3,20 €"
386,Starbucks,Chocolate Chip Cookie,"3,70 €"
387,Starbucks,Cookie Chocolate Blanco con Nueces,"3,70 €"
388,Starbucks,Cool Lime Refresha®,"4,90 €"
389,Starbucks,Strawberry Acai Refresha®,"4,90 €"
390,Starbucks,Pink Coconut Starbucks Refresha®,"5,30 €"
391,Starbucks,Lavender Crème Frappuccino,"6,40 €"
392,Starbucks,Coffee Frappuccino®,"6,40 €"
393,Starbucks,Java Chip Frappuccino®,"6,40 €"
394,Starbucks,Mocha Frappuccino®,"6,40 €"
395,Starbucks,White Mocha Frappuccino®,"6,40 €"
396,Starbucks,Cookies & Cream Frappuccino®,"6,40 €"
397,Starbucks,Strawberries & Cream Frappuccino®,Agotado
398,Starbucks,Vanilla Cream Frappuccino®,"6,40 €"
399,Starbucks,Chocolate Cream Frappuccino®,"6,40 €"
400,Starbucks,White Chocolate Cream Frappuccino®,"6,40 €"
401,Starbucks,Chai Tea Cream Frappuccino®,"6,40 €"
402,Starbucks,Matcha Cream Frappuccino®,"6,40 €"
403,Starbucks,Golden Caramel White Hot Chocolate,"5,80 €"
404,Starbucks,Classic Chocolate caliente,"5,40 €"
405,Starbucks,Chocolate avellana,"5,80 €"
406,Starbucks,Chocolate caramelo,"5,80 €"
407,Starbucks,Chocolate blanco,"4,70 €"
408,Starbucks,Chocolate blanco con hielo,"5,40 €"
409,Starbucks,Classic Chocolate,"5,40 €"
410,Starbucks,Chocolate caramelo,"5,80 €"
411,Starbucks,Fresh Orange Juice,"5,90 €"
412,Starbucks,Muffin Arándanos,"3,90 €"
413,Starbucks,Carrot Cake,"6,90 €"
414,Starbucks,Cake Chocolate Porción,"6,90 €"
415,Starbucks,Cheesecake Frambuesa,"6,90 €"
416,Starbucks,Ensalada Fusilli,"7,40 €"
417,Starbucks,Iced Lavender Matcha Latte,"5,90 €"
418,Starbucks,Chai Tea Latte,"5,40 €"
419,Starbucks,Iced Chai Tea Latte,"5,40 €"
420,Starbucks,Matcha Green Tea Latte,"5,40 €"
421,Starbucks,Iced Matcha Green Tea Latte,"5,70 €"
422,Starbucks,Peach citrus tea lemonade,"4,90 €"
423,Starbucks,Classic Black Tea,"4,40 €"
424,Starbucks,Classic Black Tea Lemonade,"4,90 €"
425,Starbucks,Classic Green Tea,"4,40 €"
426,Starbucks,Classic Green Tea Lemonade,"4,90 €"
427,Starbucks,Classic Hibiscus Tea,"4,40 €"
428,Starbucks,Classic  Tea Hibiscus Tea Lemonade,"4,90 €"
429,Starbucks,Cookie Choco Sin Gluten,"3,70 €"
430,Starbucks,Muffin Vainilla Sin Gluten,"3,40 €"
431,Starbucks,Sándwich Pollo Gluten Free,Agotado
432,Starbucks,Bowl Matcha Chia,"4,40 €"
433,Starbucks,Caramel Waffles,"3,20 €"
434,Starbucks,Bowl Matcha Chia,"4,40 €"
435,Starbucks,Pajita De Cookie,"1,90 €"
436,Starbucks,Patatas Fritas Marina Oliva,"2,40 €"
437,Starbucks,Patatas Vinagre,"2,40 €"
438,Starbucks,Palomitas Sal Himalaya,"2,70 €"
439,Starbucks,Biscotti de Almendra,"1,90 €"
440,Starbucks,Agua de coco 330ml,"4,50 €"
441,Starbucks,Ginger Shot,"3,70 €"
442,Starbucks,Agua Solán 75 Cl,"3,90 €"
443,Starbucks,Limonada,"3,70 €"
444,Starbucks,Zumo Detox,"3,70 €"
445,Starbucks,Spring Season Blend,Agotado
446,Starbucks,Pike Place Roast®,"9,50 €"
447,Starbucks,Ethiopia,"9,50 €"
448,Starbucks,Colombia Nariño,"9,50 €"
449,Starbucks,Espresso Roast,Agotado
450,Starbucks,Sumatra,"9,50 €"
451,Starbucks,Cápsulas Espresso Roast,"7,50 €"
452,Starbucks,Cápsulas Colombia,"7,50 €"
453,Starbucks,Cápsulas Espresso Decaf,"7,50 €"
454,Starbucks,Cápsulas Pike Place®,"7,50 €"
455,Starbucks,Cápsulas House Blend,Agotado
456,Starbucks,Vaso reutilizable,"5,00 €"
457,Coco House Barceloneta,Bowl de Açaí,"10,50 €"
458,Coco House Barceloneta,Coconut Pancakes,"11,50 €"
459,Coco House Barceloneta,Bowl de Yogurt y Coco,"10,00 €"
